url,md5
http://data.gdeltproject.org/events/20240418.export.CSV.zip,49b9eed0b84cc27a80e7cd5c21f56ceb
http://data.gdeltproject.org/events/20240417.export.CSV.zip,88b6a385adfc36e2e35e34a95c662de7
http://data.gdeltproject.org/events/20240416.export.CSV.zip,77d84e2468edfad17a60536e18dac262
http://data.gdeltproject.org/events/20240415.export.CSV.zip,cf4eb1234a5243eb77f63b28edbfaaa9
http://data.gdeltproject.org/events/20240414.export.CSV.zip,0196946a3cd679a5f4fa5d5bc284ce21
http://data.gdeltproject.org/events/20240413.export.CSV.zip,a582af061b51187da17c49912bf601d4
http://data.gdeltproject.org/events/20240412.export.CSV.zip,c012f6d2a193bdb04c4dc40f4b19d63a
http://data.gdeltproject.org/events/20240411.export.CSV.zip,1486b6453b33c3ca6dd8666c60aa5f09
http://data.gdeltproject.org/events/20240410.export.CSV.zip,652d5c46188a717875c12cd0bfde58c3
http://data.gdeltproject.org/events/20240409.export.CSV.zip,1115572a5c488b735b3fbc3bbf0ccf4f
http://data.gdeltproject.org/events/20240408.export.CSV.zip,72dc31054a2d3092c8b7cfde410306a9
http://data.gdeltproject.org/events/20240407.export.CSV.zip,bcdf3bbfa468bfab632f54eec8a8c938
http://data.gdeltproject.org/events/20240406.export.CSV.zip,261de8f3cd124a43562b4553591e649f
http://data.gdeltproject.org/events/20240405.export.CSV.zip,b3e25ffd910ebec4fa8de0d46ca97aa1
http://data.gdeltproject.org/events/20240404.export.CSV.zip,edf70e47c7955b8b8745897778481800
http://data.gdeltproject.org/events/20240403.export.CSV.zip,7b029b9a68a10fd57d60f27af28f798e
http://data.gdeltproject.org/events/20240402.export.CSV.zip,42dcee1b08d44a500196437064aa61c8
http://data.gdeltproject.org/events/20240401.export.CSV.zip,3afe1fde991591adb6287a202540cffa
http://data.gdeltproject.org/events/20240331.export.CSV.zip,3879b931970aa27f6f34e4d975893012
http://data.gdeltproject.org/events/20240330.export.CSV.zip,82ab821bf16251e4f0eed670c4967d39
http://data.gdeltproject.org/events/20240329.export.CSV.zip,2a2a8a2b314f9d9ae66abd6a3c5c5a7c
http://data.gdeltproject.org/events/20240328.export.CSV.zip,dfa716abea02d624de1f70b12549fdf7
http://data.gdeltproject.org/events/20240327.export.CSV.zip,534c6ecbec91bb06c894fd7ced3a40ee
http://data.gdeltproject.org/events/20240326.export.CSV.zip,eb9163fa1394cbfc47e44427e1ef4c4b
http://data.gdeltproject.org/events/20240325.export.CSV.zip,b3789cbced9a673fbe5e9369cfc57cb2
http://data.gdeltproject.org/events/20240324.export.CSV.zip,4a67528e6a81f4efc08a6c7d6231a90c
http://data.gdeltproject.org/events/20240323.export.CSV.zip,b43dce9afce0cdc5f529c6ee4d16bab8
http://data.gdeltproject.org/events/20240322.export.CSV.zip,5dc4a1b45875462c47165e467bf56839
http://data.gdeltproject.org/events/20240321.export.CSV.zip,8944ce0f2ab1c88b1d4aedddba35fc39
http://data.gdeltproject.org/events/20240320.export.CSV.zip,f9593c88296ed75c6b9c74175ee59a11
http://data.gdeltproject.org/events/20240319.export.CSV.zip,7d7968571acc8d2a7efad09e4075e102
http://data.gdeltproject.org/events/20240318.export.CSV.zip,c5218a0aeb18c77a027187ddcf8fef4c
http://data.gdeltproject.org/events/20240317.export.CSV.zip,0752d95c834d07b9110f384e566e417a
http://data.gdeltproject.org/events/20240316.export.CSV.zip,bec5e443de1e6903ff9610fb57371632
http://data.gdeltproject.org/events/20240315.export.CSV.zip,f7e9174344e52eeae4889cdc9f18942f
http://data.gdeltproject.org/events/20240314.export.CSV.zip,87047b5878d484f065852bf260911ec8
http://data.gdeltproject.org/events/20240313.export.CSV.zip,aaf1a9999817ef37ad548c3ec50dd7ea
http://data.gdeltproject.org/events/20240312.export.CSV.zip,22c8a720edc59a4b63d2345fb110f6a5
http://data.gdeltproject.org/events/20240311.export.CSV.zip,4a9091c4d08644435618ff387ec537a3
http://data.gdeltproject.org/events/20240310.export.CSV.zip,c95dbdf7620fe6d1c4daece947a65104
http://data.gdeltproject.org/events/20240309.export.CSV.zip,bafbd737186f2566323c1d07d5bbf313
http://data.gdeltproject.org/events/20240308.export.CSV.zip,b776a2920b987f908cd699031fdbb53b
http://data.gdeltproject.org/events/20240307.export.CSV.zip,91567d5e57cbba3058668e7c36b33cbd
http://data.gdeltproject.org/events/20240306.export.CSV.zip,0c351c44fb791f0c7d7e16c7c774b621
http://data.gdeltproject.org/events/20240305.export.CSV.zip,52c1c84a9fa619afbe702732e4e84331
http://data.gdeltproject.org/events/20240304.export.CSV.zip,2e8fce48b675f2b67315b35ec8ff64fa
http://data.gdeltproject.org/events/20240303.export.CSV.zip,6a9199f72efa2ce741155ee7a14d4ff0
http://data.gdeltproject.org/events/20240302.export.CSV.zip,6390f83a4f76ce3d78c11ff8944ed5b5
http://data.gdeltproject.org/events/20240301.export.CSV.zip,89bafd694423d8ac03c65a0af1df152a
http://data.gdeltproject.org/events/20240229.export.CSV.zip,f774a738c40efe67352ff824ba12fd07
http://data.gdeltproject.org/events/20240228.export.CSV.zip,327297160d6b2c0d98c613218b0372ca
http://data.gdeltproject.org/events/20240227.export.CSV.zip,ed13634c54c3c5b670ab089901443a6d
http://data.gdeltproject.org/events/20240226.export.CSV.zip,ad9c4826c1da8328a150b9b0665570dc
http://data.gdeltproject.org/events/20240225.export.CSV.zip,5c92151c91400caf0e9cdb90e21caf5b
http://data.gdeltproject.org/events/20240224.export.CSV.zip,c2bb74fff0f78d5b61c86ad697647f77
http://data.gdeltproject.org/events/20240223.export.CSV.zip,ef0c1505b71e7467df548fb659e4f2c1
